Mass, Radius
0.014752463946224268, 20.54001131621565
0.15530127826374118, 20.24439898701619
0.28405531685463115, 19.96032274871231
0.4021666004788253, 19.686340589942077
0.5106548839389724, 19.425336533429377
0.6104248335168615, 19.17298454508837
0.7022812979945672, 18.930726636281005
0.7869417580666266, 18.69712079564533
0.865047379048772, 18.472167023181346
0.9371722219227036, 18.254423307527105
1.0038316101363987, 18.045331660044553
1.065488669611133, 17.843450069371748
1.1225605688875022, 17.64733652414674
1.175424045588587, 17.45843303573147
1.2244194349365765, 17.275297592763998
1.2698552624815735, 17.099372206606265
1.3120109108260165, 16.927772854534382
1.3511406585764956, 16.761941547910293
1.3874756031000963, 16.600436275372047
1.421226427751149, 16.443257036919647
1.4525856721043202, 16.291845843915045
1.4817288677318112, 16.144760684996285
1.5088168305494096, 16.00200156016337
1.5339966925497281, 15.862126458054359
1.5574040688803457, 15.728019401393137
1.579162464483316, 15.595354356093866
1.5993867050229822, 15.46845735624239
1.6181812466805114, 15.34300236775286
1.6356433926868066, 15.221873413349176
1.6518622969694003, 15.10362848166939
1.6669205045286157, 14.9882675727135
1.6808943262090772, 14.875790686481508
1.6938543831871233, 14.766197822973414
1.7058660893034343, 14.659488982189217
1.716990077362076, 14.555664164128917
1.7272823962534198, 14.453281357430566
1.736795536489042, 14.353782573456112
1.7455780860477552, 14.257167812205555
1.7536749953050534, 14.161995062316945
1.7611285715877898, 14.069706335152235
1.7679777967451535, 13.978859619349473
1.7742591967132502, 13.889454914908658
1.7800071593772107, 13.802934233191742
1.7852532555044254, 13.717855562836775
1.7900275346062167, 13.635660915205703
1.7943572753169263, 13.553466267574633
1.798269076755791, 13.474155642667458
1.8017870261652105, 13.396287029122233
1.8049339666298574, 13.319860426938957
1.807731305529181, 13.244875836117629
1.8101994185453942, 13.1727752680202
1.8123565996157511, 13.100674699922768
1.8142208011448495, 13.030016143187286
1.8158086530067161, 12.960799597813754
1.8171357897757145, 12.893025063802169
1.818216914753485, 12.826692541152532
1.8190658576170338, 12.761802029864844
1.8196956255945884, 12.698353529939107
1.8201182216668463, 12.634905030013368
1.820345446907035, 12.572898541449577
1.8203885481976085, 12.513776075609684
1.8202568790774094, 12.453211598407842
1.8199610501508083, 12.395531143929897
1.8195095679828837, 12.337850689451953
1.8189114126703427, 12.281612246335957
1.8181747500453915, 12.226815814581911
1.8173069543355616, 12.172019382827862
1.8163156614009488, 12.118664962435764
1.8152077700407465, 12.066752553405616
1.8139894632628315, 12.014840144375464
1.8126672564136928, 11.964369746707263
1.8112466406485621, 11.913899349039061
1.809733522476949, 11.864870962732809
1.8081331488033423, 11.817284587788505
1.8064501156952333, 11.7696982128442
1.8046894826818871, 11.723553849261844
1.8028553969635688, 11.677409485679487
1.8009523921079582, 11.63270713345908
1.7989842059081091, 11.588004781238675
1.7969546002715748, 11.543302429018267
1.7948678764153108, 11.501484099521756
1.7927265090653768, 11.458223758663298
1.7905343622159935, 11.416405429166788
1.7882945432150839, 11.376029111032228
1.7860096842905757, 11.335652792897667
1.7836826076093757, 11.295276474763106
1.7813162269272016, 11.256342167990493
1.7789128046735014, 11.21740786121788
1.7764747033816615, 11.178473554445269
1.7740045477491355, 11.140981259034605
1.7715044791428034, 11.104930974985889
1.7689759753881853, 11.067438679575226
1.7664215875759623, 11.03138839552651
1.7638432014966763, 10.996780122839743
1.7612419528571133, 10.960729838791028
1.7586201745464287, 10.92612156610426
1.7559795143570547, 10.892955304779443
1.7533211116550975, 10.859789043454626
1.7506464756453153, 10.826622782129807
1.747956978521993, 10.79345652080499
1.7452542638752073, 10.76173227084212
1.742539269625861, 10.73000802087925
1.7398131927818177, 10.698283770916381
1.7370774988069908, 10.66800153231546
1.7343329468352577, 10.63771929371454
1.7315805927960837, 10.607437055113618
1.7288213918904807, 10.577154816512698
1.726056631902497, 10.548314589273724
1.7232868630323719, 10.519474362034753
1.7205129395793395, 10.49063413479578
1.7177359994948045, 10.463235918918757
1.7149561595445517, 10.434395691679786
1.7121748219580373, 10.406997475802761
1.7093926850892582, 10.381041271287685
1.7066097507160545, 10.353643055410663
1.7038273008706808, 10.327686850895589
1.7010456158745078, 10.301730646380513
1.698265277832552, 10.275774441865439
1.6954868091889805, 10.249818237350363
1.6927111069144383, 10.225304044197237
1.6899382887918348, 10.20078985104411
1.687168847910964, 10.176275657890983
1.6844032262357838, 10.151761464737858
1.681642159228525, 10.128689282946679
1.6788854465780978, 10.104175089793552
1.6761340855435904, 10.081102908002375
1.6733881174479013, 10.058030726211198
1.6706478835659793, 10.03495854442002
1.6679140718821688, 10.013328373990792
1.665186298242867, 9.990256192199613
1.662465558705015, 9.968626021770383
1.6597517709513392, 9.946995851341155
1.65704520420278, 9.925365680911925
1.6543464513749013, 9.905177521844646
1.6516551053187631, 9.883547351415416
1.6489720203147122, 9.863359192348135
1.6462970875369272, 9.843171033280854
1.6436305265652678, 9.822982874213574
1.640972528787503, 9.802794715146295
1.638323258741229, 9.782606556079012
1.6356831970393912, 9.76386040837368
1.6330519058280324, 9.743672249306401
1.6304301437308168, 9.724926101601067
1.627817732886917, 9.706179953895736
1.6252148133328945, 9.687433806190404
1.622621503804104, 9.668687658485073
1.6200382360604662, 9.651383522141689
1.6174645235338176, 9.632637374436356
1.614901047873372, 9.615333238092973
1.6123476008214284, 9.59802910174959
1.6098039942550924, 9.579282954044258
1.6072709021592315, 9.561978817700876
1.6047484231579856, 9.54611669271944
1.602235994893261, 9.528812556376057
1.599733964487259, 9.511508420032674
1.5972427575266301, 9.49564629505124
1.5947620609732658, 9.479784170069804
1.5922916552187265, 9.46248003372642
1.5898322026366545, 9.446617908744987
1.5873834167916965, 9.430755783763551
1.5849456488255405, 9.416335670144067
1.5825183406688328, 9.400473545162631
1.5801017872534757, 9.384611420181196
1.5776963379332134, 9.37019130656171
1.5753014027639265, 9.354329181580274
1.5729176255166828, 9.33990906796079
1.5705446897778774, 9.325488954341303
1.5681826180105027, 9.311068840721816
1.5658314230297556, 9.296648727102331
1.563491108125387, 9.282228613482845
1.5611616677511106, 9.267808499863358
1.5588434125350454, 9.254830397605822
1.55653575853151, 9.240410283986336
1.554239255433272, 9.227432181728798
1.5519533438155142, 9.213012068109313
1.5496785945962865, 9.200033965851773
1.547414687667535, 9.187055863594237
1.5451616192838444, 9.174077761336699
1.5429193787142288, 9.161099659079161
1.5406879482694085, 9.148121556821623
1.53846730374856, 9.135143454564085
1.5362574151736443, 9.12216535230655
1.5340586024978884, 9.11062926141096
1.5318702009884664, 9.097651159153422
1.529692807800785, 9.086115068257834
1.5275257704362255, 9.073136966000297
1.525369716493336, 9.061600875104707
1.523224270901601, 9.050064784209118
1.521089413355834, 9.03852869331353
1.5189651187733102, 9.026992602417941
1.5168513572470148, 9.015456511522352
1.514748094189554, 9.003920420626763
1.5126552907070985, 8.992384329731173
1.51057320880551, 8.982290250197533
1.5085012596239937, 8.970754159301945
1.5064396422249997, 8.959218068406354
